NOME;DN;ORIGEM;OM CONDUZ IAFN;BANDEIRA;AB;COMPRIMENTO (M);DATA/HORA;HORA REAL;DATA;DATA-HORA;TIPO;NAVEGAÇÃO;ATIVIDADE;PROPULSÃO;DESCRIÇÃO DA NATUREZA;LONG DEC;LAT DEC;LOCAL;VF;FER.;DES.;N:DE INSCRIÇÃO;MATERIAL DO CASCO;ANTEPARA ALAGAMENTO
BLACKJACK - VOKIVÔ III;5;DCPJAI;DCPJAI;BRASIL;0;3,22;12/OUT/2019  17:25;14:25;12/OUT/2019;121725P/OUT/2019;MOTO AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-2,74055556;-48,62861111;FATO OCORRIDO NA PRAIA DO CAIXA D’AÇO, MUNICIPIO DE PORTO BELO, NA POSIÇÃO LAT 26:44'26''S LONG 048:37’43''W.;0;3;0;441M2012001297;FIBRA;
PRINC STEPHANY I;9;CPNAUS;AGTINS;BRASIL;16;14,9;02/OUT/2019  08:30;4:30;02/OUT/2019;020830Q/OUT/2019;BARCO;INTERIOR;PASSAGEIRO E CARGA;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-2,61972222;-56,73000000;"RIO AMAZONAS/ MUNICÍPIO DE PARINTINS, LAT: 02:37 116""S LONG: 56:43 481""W";0;0;1;120772060;MADEIRA;NÃO POSSUI
NEW MEDAL;1;DLANGR;DLANGR;CHINA;A SER APURADO;A SER APURADO;13/OUT/2019  16:24;13:24;13/OUT/2019;131624P/OUT/2019;NM PETROLEIRO;LONGO-CURSO;CARGA;MOTOR;AVARIA DE MÁQUINAS;-22,10111111;-44,36888889;"PROXIMIDADES DO TEBIG, BAIA DA ILHA GRANDE, ANGRA DOS REIS - RJ, MARCAÇÃO APROXIMADA LAT 22:06,4'79,""S e LONG 44:22,8'92,2W";0;0;0;SOLAS-IMO 9376749;AÇO;
GENESIS VIII;9;CPNAUS;CPNAUS;BRASIL;A SER APURADO;A SER APURADO;09/OUT/2019  16:30;12:30;09/OUT/2019;"091630Q/OUT/2019;";FERRY BOAT;INTERIOR;A SER APURADO;MOTOR;EXPLOSÃO;-3,12888889;-60,04111111;"RIO NEGRO, PORTO DE SÃO PEDRO, SÃO RAIMUNDO MANAUS-AM - LAT 03:07'44.4""S LONG 060°02'28.5"";";0;4;0;NÃO INSCRITA;ALUMÍNIO;
SEM NOME;1;DLRUCA;DLRUCA;BRASIL;0;3,4;15/OUT/2019  15:45;12:45;15/OUT/2019;151545P/OUT/2019;MOTO AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-23,00194444;-43,95194444;"Proximidades da Ilha da Vigia Grande e Pequena em Mangaratibanas coordenadas de Latitude 23:00'07""S e Longitude 043:57'08""W";2;0;0;NÃO INSCRITA;FIBRA;
MISS JULIA;1;DLCABO;DLCABO;BRASIL;28;17,33;15/MAI/2019  02:00;23:00;15/MAI/2019;150200P/MAI/2019;ESCUNA;INTERIOR;PASSAGEIRO;MOTOR;ENCALHE;-22,97083333;-42,01944444;LATITUDE 22:58’15.7”S E LONGITUDE 042:01'10.9”W, PRAIA DOS ANJOS, ARRAIAL DO CABO - RJ;0;0;0;2930014954;MADEIRA;NÃO POSSUI
ZEIN I;5;CPGRAN;CPGRAN;PANAMÁ;15,608;163;11/OUT/2019  20:00;17:00;11/OUT/2019;112000P/OUT/2019;NM DE CARGA GERAL;LONGO-CURSO;CARGA;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-8,07527778;-52,08833333;Rio Grande, na Latitude 32°04,31' S e Longitude 052°04,78' W.;0;0;0;SOLAS-IMO 7622041;AÇO;
AQUAFUN SPECIAL;1;CPRIOJ;CPRIOJ;BRASIL;0;7,3;13/OUT/2019  22:00;22:00;13/OUT/2019;132200Z/OUT/2019;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;AVARIA DE MÁQUINAS;-22,86250000;-43,13388889;Na posição LAT 22:51’45”S e LONG 043:08’02,7”W, na Baía de Guanabara-RJ;0;0;0;3826674537;FIBRA;
BIA ANTONELLA;6;CPUMBA;CPUMBA;BRASIL;0,39;5,5;12/OUT/2019  16:00;12:00;12/OUT/2019;121600Q/OUT/2019;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-20,67416667;-51,72444444;"Rio Sucuriú - lat: 20°40.872""S Long: 051°43.289'W";1;0;0;4022108096;ALUMÍNIO;
OA PESCA ESPORTIVA - MAMUTH;1;CPRIOJ;CPRIOJ;BRASIL;0;3,56;13/OUT/2019  22:00;22:00;13/OUT/2019;132200Z/OUT/2019;MOTO AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-23,00972222;-43,30111111;Na posição LAT 23:00’34,9”S e LONG 043:18’04,5”W, no Canal de Marapendi, Rio de Janeiro-RJ;1;0;0;401M2014002616;FIBRA;
MILAGRE DE SÃO JORGE VI;4;CPSTNA;CPSTNA;BRASIL;18;16,70;13/OUT/2019  23:20;20:20;13/OUT/2019;132320P/OUT/2019;BARCO;INTERIOR;CARGA;MOTOR;NAUFRÁGIO;-0,16666667;-51,08333333;"io Amazonas, na altura do Banco do Chagas, descoberto na época da seca, região próxima a Ilha do Maçarico, zona rural do município de Afuá,Estado do Pará, posição aproximada de LAT. 00:10’00”S e LONG. 051:05’00”WW;";0;0;0;022-11603-2;MADEIRA;NÃO POSSUI
SEM NOME;4;CPSTNA;CPSTNA;BRASIL;NÃO INSCRITA;A SER APURADO;12/OUT/2019  10:40;7:40;12/OUT/2019;121040P/OUT/2019;CANOA;INTERIOR;SEM ATIVIDADE DEFINIDA;MOTOR;EMBORCAMENTO;-0,06277778;-51,16666667;"Rio Amazonas, Canal de Santana, distante cerca de 1MN da sede desta Capitania, município de Santana, Estado do Amapá, posição estimada de LAT. 00:03’46”S e LONG. 051:10’00”W;";0;0;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI
TUCUNARÉ;4;CPSTNA;CPSTNA;BRASIL;48,495;245;13/OUT/2019  12:30;9:30;13/OUT/2019;131230P/OUT/2019;NM GRANELEIRO;CABOTAGEM;CARGA;MOTOR;ENCALHE;1,08166667;-49,60666667;"Canal do Curuá, Barra Norte do rio Amazonas, na posição informada de LAT. 01:04.54’N e LONG. 049:36.24’W, cerca de 115MN da sede desta CP;";0;0;0;SOLAS-IMO 9555797;AÇO;
BICHOS PREGUIÇAS - FILHO DE NETUNO;3;CPSSOA;CPSSOA;BRASIL;26;26;13/OUT/2019  09:30;9:30;13/OUT/2019;130930Z/OUT/2019;OUTRAS EMBARCAÇÕES;INTERIOR;PASSAGEIRO;MOTOR;ABALROAMENTO;-7,10527778;-34,81722222;"PISCINAS NATURAIS DO PICÃOZINHO-PB - Lat 07:06' 19""S e Long 034:49' 2""W;";0;0;0;2010081200;FIBRA;
JURUTI;4;CPSTNA;CPSTNA;BRASIL;41,101;225;08/OUT/2019  16:15;13:15;08/OUT/2019;081615P/OUT/2019;NM GRANELEIRO;CABOTAGEM;CARGA;MOTOR;ATO DE PIRATARIA / ASSALTO / FURTO / ROUBO;0,03472222;-50,98500000;Rio Amazonas, fundeado no fundeadouro de Macapá, Amapá, na posiçãoinformada de LAT. 00:02.05N e LONG. 50:59,6W;0;0;0;SOLAS-IMO 9473339;AÇO;
NAVEGANTE III;3;CPFTZA;CPFTZA;BRASIL;98;25,03;10/OUT/2019  12:00;9:00;10/OUT/2019;101200P/OUT/2019;BARCO;A SER APURADO;A SER APURADO;MOTOR;DEFICIÊNCIA DA EQUIPAGEM;-3,54138889;-38,40250000;LAT 03:31,89'S e LONG 038:24,09'W, cerca de 12 MN do porto docostado de BE / sem Poluição;0;0;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI
TOPA TUDO NORONHA - DENISE III - ENDURENCE - PANDA II;3;CPCIFE;CPCIFE;BRASIL;212;34,88;16/OUT/2019  05:00;2:00;16/OUT/2019;160500P/OUT/2019;BARCO;CABOTAGEM;CARGA;MOTOR;ABALROAMENTO;-3,83444444;-32,40805556;LATITUDE 03:50,04'S LONGITUDE 032:24,29'W - 300 METROSDO PORTO DE SANTO ANTÔNIO, AFN;0;0;0;3826679849;AÇO;
IVANSUL;5;DLSFSL;DLSFSL;BRASIL;4,9;9;14/OUT/2019  21:30;21:30;14/OUT/2019;142130Z/OUT/2019;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;;;Praia grande - São Francisco do Sul, SC;0;0;0;4211497782;MADEIRA;NÃO POSSUI
KEROLIN;1;DLRUCA;DLRUCA;BRASIL;4,8;11,9;14/OUT/2019  23:35;20:35;14/OUT/2019;142335P/OUT/2019;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;INCÊNDIO;-22,89361111;-43,90277778;"Marina BR em Itacuruçá, Mangaratiba - RJ, nas coordenadas de Latitude22:53'37""S e Longitude 043:54'10""W";0;0;0;3813912922;FIBRA;
SEM NOME;8;DLGUAI;DLGUAI;BRASIL;NÃO INSCRITA;A SER APURADO;11/OUT/2019  15:30;12:30;11/OUT/2019;111530P/OUT/2019;MOTO AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-23,91833333;;"23°55'06.2""S 54°01'57.1""W - RIO PARANÁ - A APROXIMADAMENTE 500 METROS DO PORTO IARA - ALTÔNIA-PR";0;0;1;NÃO INSCRITA;FIBRA;
ARBORELLA;8;CPSANT;CPSANT;ILHAS MARSHAL;39,009;199,9;08/OUT/2019  12:00;9:00;08/OUT/2019;081200P/OUT/2019;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;ACIDENTES COM PESSOAS EM GERAL ABORDO;-23,96611111;-46,30055556;"ARMAZÉM 32, PORTO DE SANTOS, LAT 23:57'58.36""S e LONG 46:18'2.28""W";0;1;0;SOLAS-IMO 9613288;AÇO;
SEM NOME;8;DLPREP;DLPREP;BRASIL;A SER APURADO;A SER APURADO;13/OUT/2019  15:40;12:40;13/OUT/2019;131540P/OUT/2019;A SER APURADO;A SER APURADO;A SER APURADO;MOTOR;COLISÃO;-21,83500000;-52,18611111;"Rio Paraná, município de Presidente Epitácio-SP, Latitude: 21:50'06,8"" S e Longitude: 052:11' 10,5"" W, rio Santo Anastácio afluente do rio Paranáprofundidade de 12 metros, próximo ao";0;0;0;A SER APURADO;A SER APURADO;
LADY LINDA;8;CPSANT;CPSANT;BRASIL;39;18,7;13/OUT/2019  21:00;18:00;13/OUT/2019;132100P/OUT/2019;ESCUNA;INTERIOR;PASSAGEIRO;MOTOR;AVARIA DE MÁQUINAS;-0,20972222;-46,27527778;"LAT 24:12'35""S LONG 046:16'31.4""W, PROXIMIDADES DA LAJE DE SANTOS";0;0;0;4010804971;MADEIRA;NÃO POSSUI
MONIELLY;3;CPNATL;CPNATL;BRASIL;1;6,1;19/OUT/2019  15:30;12:30;19/OUT/2019;191530P/OUT/2019;LANCHA;INTERIOR;PASSAGEIRO;MOTOR;MORTE DE PESSOA;-0,08722222;-35,34194444;NAS COORDENADAS DE LATITUDE 05:13,652' S E LONGITUDE 035:20,802' W,A 3.5 MILHAS NÁUTICAS DA PRAIA DE IO DO FOGO;1;0;0;2010071280;FIBRA;
MIGUEL;8;CPSANT;CPSANT;BRASIL;0;3,31;13/OUT/2019  13:00;10:00;13/OUT/2019;131300P/OUT/2019;MOTO AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;COLISÃO;-23,98805556;-46,40833333;"LAT 23:59'17.3""S LONG 046:24'30.5""W, PROXIMIDADES DO ""PORTINHO"" EM SÃOVICENTE";1;1;0;401M2010000745;FIBRA;
FIM DE TARDE - RICK E LUKIAN;7;CPFBRA;CPFBRA;BRASIL;0;3,36;19/OUT/2019  16:25;13:25;19/OUT/2019;191625P/OUT/2019;MOTO AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-15,79805556;-47,78666667;"Lat. 15°47'53.1""S Long. 47°47'12.8""W, LAGO PARANOÁ-DF";0;1;0;521M2015007666;FIBRA;
LORENA I;8;CPSANT;CPSANT;BRASIL;0;3,22;06/OUT/2019  17:30;14:30;06/OUT/2019;061730P/OUT/2019;MOTO AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-23,17194444;-46,39138889;"LAT 23:10'19.9""S LONG 046:23'29.2""W, PROXIMIDADES DA MARINA MUNDI;";1;0;0;401M2012020304;FIBRA;
KAUÃ & ELOA;8;CPSANT;CPSANT;BRASIL;0;3,22;13/OUT/2019  13:00;10:00;13/OUT/2019;131300P/OUT/2019;MOTO AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;COLISÃO;-23,09138889;-46,64138889;"LAT 23:05'29.6""S LONG 046:38'29.6""W, FRENTE DA USINA EM ATIBAIA-SP";0;2;0;401M2009011267;FIBRA;
THE DREAMS;1;CFBELZ;CFBELZ;BRASIL;3;7;15/OUT/2019  15:10;12:10;15/OUT/2019;151510P/OUT/2019;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;;;ITUMBIARA - GO - RIO PARANAÍBA;1;1;0;5210236447;FIBRA;
BULK ACHIEVEMENT;1;CPMCAE;CPMCAE;BRASIL;91,971;291,8;13/JUL/2019  16:00;13:00;13/JUL/2019;131600P/JUL/2019;NM DE CARGA GERAL;LONGO-CURSO;CARGA;MOTOR;EXPOR A RISCO;-21,79666667;-40,98083333;Latitude 21:47’48”S e Longitude 040:58’51”W, proximidadesdo Terminal T1 do Porto do Açú;0;0;0;SOLAS-IMO 9566978;AÇO;
NINA;3;CPSSOA;CPSSOA;BRASIL;3;8,2;18/OUT/2019  11:30;11:30;18/OUT/2019;181130Z/OUT/2019;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-7,07166667;-35,43472222;FUNDEADA NA MARINA BIG TOYS MARINE EM CABEDELO-PB - LAT 07:03’78S LONG 034:85’65W;0;0;0;2210159296;FIBRA;
FSO CIDADE DE MACAÉ MV 15;1;CPMCAE;CPMCAE;BAHAMAS;199,186;419,10;16/OUT/2019  10:10;7:10;16/OUT/2019;161010P/OUT/2019;PLATAFORMA;CABOTAGEM;OUTRA ATIVIDADE OU SERVIÇO;SEM PROPULSÃO;ÁGUA ABERTA;-22,15750000;-40,14666667;Bacia de Campos - Campos dos Goytacazes - RJ - coordenada geográfica de Latitude 22’09.27,339”S e Longitude 040’08.48,842”W;0;0;0;381E004937;AÇO;
PETROBRAS 63;1;CPMCAE;CPMCAE;ILHAS MARSHAL;161,812;347,3;A SER APURADO;A SER APURADO;A SER APURADO;A SER APURADO;PLATAFORMA;CABOTAGEM;OUTRA ATIVIDADE OU SERVIÇO;SEM PROPULSÃO;ÁGUA ABERTA;-23,50222222;-41,05222222;Campo Papa-Terra na Bacia de Campos - Campos dos Goytacazes – RJ.Coordenada geográfica Latitude 23:30’08,00”S e Longitude 041:03’08,000”W– 78 milhas de Macaé - RJ;0;0;0;461E000954;AÇO;
BRASIL TROPICAL I - PARADISO;1;DLCABO;DLCABO;BRASIL;16,32;13,63;15/SET/2019  06:00;3:00;15/SET/2019;150600P/SET/2019;ESCUNA;INTERIOR;PASSAGEIRO E CARGA;MOTOR;ABALROAMENTO;-22,97333333;-42,01750000;LATITUDE 22:58’24.5”S E LONGITUDE 042:01'03.7”W,;0;0;0;3830629851;MADEIRA;NÃO POSSUI
BRUNELLA;1;CPVITO;CPVITO;BRASIL;3,1;7,22;13/OUT/2019  12:00;9:00;13/OUT/2019;131200P/OUT/2019;LANCHA;INTERIOR;OUTRA ATIVIDADE OU SERVIÇO;MOTOR;AVARIA DE MÁQUINAS;-20,67583333;-40,49722222;"Na posição LAT 20:40'33""S e LONG 040:29'50""W, entre as praias da  Areia Preta e das Castanheiras, Guarapari – ES";0;0;0;3410242015;FIBRA;
MARIA BUENO;8;CPAGUA;CPAGUA;BRASIL;A SER APURADO;4,47;13/OUT/2019  14:12;14:12;13/OUT/2019;131412Z/OUT/2019;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;AVARIA DE MÁQUINAS;-1,49472222;-48,50250000;"Proximidades do Porto de Paranaguá -LAT 25:29'41.034""S/LONG 048:30'09.120""W";0;0;0;442M2016000154;FIBRA;
GUAPORÉ;8;CPFTPR;CPFTPR;BRASIL;0;5,95;21/OUT/2019  16:00;16:00;21/OUT/2019;211600Z/OUT/2019;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;EMBORCAMENTO;-19,88194444;-50,04805556;"Represa da Água Vermelha, rio Grande, Município de Iturama – MG, Lat19°52'55.1”S e Long 50°02'53.7”W;";1;0;0;405M2018021585;ALUMÍNIO;
BULK ACHIEVEMENT;1;CPMCAE;CPMCAE;HONG KONG;91,971;291,8;13/JUL/2019  16:00;13:00;13/JUL/2019;"131600P/JUL/2019;";NM DE CARGA GERAL;LONGO-CURSO;CARGA;MOTOR;EXPOR A RISCO;-21,79666667;-40,98083333;LAT. 21:47’48”S e LONG. 040:58’51”W, PROXIMIDADES DO TERMINAL T1 DO PORTO DO AÇU;0;0;0;SOLAS-IMO 9566978;AÇO;
STARNAV ANDROMEDA;1;CPMCAE;CPMCAE;BRASIL;4,408;90;18/OUT/2019  09:30;6:30;18/OUT/2019;180930P/OUT/2019;SUPPLY;APOIO MARITIMO;CARGA;MOTOR;AVARIA DE MÁQUINAS;-21,87305556;-41,02722222;Latitude 21:51’83”S e Longitude 041:00’98”W, proximidades docais da B-PORT, localizado no canal do Terminal T2 doPorto do AçúSão João da Barra - RJ;0;0;0;4430486387;AÇO;
BOQUEIRÃO;1;DLCABO;DLCABO;BRASIL;10;9,58;A SER APURADO;A SER APURADO;A SER APURADO;A SER APURADO;BOTE;INTERIOR;PASSAGEIRO;MOTOR;ENCALHE;-22,99972222;-42,00333333;LATITUDE 22:59’59.8”S E LONGITUDE 042:00'12.9W, NA PRAIA DO FAROL, ARRAIAL DO CABO - RJ;0;0;0;3840171270;MADEIRA;NÃO POSSUI
AKIKI NOIS PESCA;1;DLCABO;DLCABO;BRASIL;17;11,65;A SER APURADO;A SER APURADO;A SER APURADO;A SER APURADO;SAVEIRO;INTERIOR;PASSAGEIRO;MOTOR;ENCALHE;-22,99972222;-42,00361111;LATITUDE 22:59’59.6”S E LONGITUDE 042:00'13.6WNA PRAIA DO FAROL, ARRAIAL DO CABO - RJ;0;0;0;3840174295;MADEIRA;NÃO POSSUI
SAREPTA;3;CPFTZA;CPFTZA;BRASIL;2,6;8,98;18/OUT/2019  15:00;12:00;18/OUT/2019;181500P/OUT/2019;CANOA;CABOTAGEM;PESCA;VELA;EMBORCAMENTO;-2,60444444;-2,60444444;Cerca de 11 MN da ponta de Jericoacoara, latitude 02:36’ 16” S engitude 040:31’ 47” W;0;0;0;1630038806;MADEIRA;NÃO POSSUI
TWO;5;CPGRAN;CPGRAN;BRASIL;MIÚDA;3,00;18/OUT/2019  17:30;14:30;18/OUT/2019;181730P/OUT/2019;MOTO AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;RUPTURA DE CABOS;-6,94250000;-41,32250000;"BARRAGEM DE BOCAINA, SITUADA NA ZONA URBANA DA CIDADE DE BOCAINA-PILAT 06:56'33""S e LONG 041:19'21""W""";0;2;0;001M2007000616;FIBRA;
EMPORIUM;8;DLGUAI;DLGUAI;BRASIL;MIÚDA;5,95;19/OUT/2019  17:30;14:30;19/OUT/2019;191730P/OUT/2019;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;EMBORCAMENTO;-0,30444444;-53,28944444;"(24°18'16.1""S 53°17'22.6""W) - RIO PIQUIRI - A APROXIMADAMENTE 20METROS DA PONTE QUE LIGA OS MUNICÍPIOS DE FORMOSA DO OESTE-PR E QUARTOCENTENÁRIO-PR";2;0;0;962M2016005444;ALUMÍNIO;
DOM FRANCISCO;4;CPSTNA;CPSTNA;BRASIL;6,72;11;24/OUT/2019  19:20;16:20;24/OUT/2019;241920P/OUT/2019;CANOA;INTERIOR;CARGA;MOTOR;EXPLOSÃO;-0,05000000;-51,14027778;"Igarapé da Fortaleza, Município de Santana, Estado do Amapá, distante CErca de 5MN da sede desta Capitania, posição aproximada de LAT. 00°.03’.00” Se LONG. 051°. 08’.25” W;";1;0;0;022-09300-8;MADEIRA;NÃO POSSUI
RIO PARAGUAÇU;2;CPSALV;CPSALV;BRASIL;1,016;71;24/OUT/2019  15:31;12:31;24/OUT/2019;241531P/OUT/2019;FERRY BOAT;INTERIOR;PASSAGEIRO E CARGA;MOTOR;QUEDA DE PESSOAS NA ÁGUA;;;a Travessia do Terminal Marítimo de São Joaquim para o Terminal038°35'45''W, no interior da Baía de Todos os Santos, no município deSalvador-BA;0;1;0;2810222827;AÇO;
MUNTGRACHT;1;CPRIOJ;CPRIOJ;HOLANDA;9,524;142,12;22/OUT/2019  08:45;8:45;22/OUT/2019;220845Z/OUT/2019;NM DE CARGA GERAL;LONGO-CURSO;CARGA;MOTOR;ACIDENTE COM ESTIVADOR;-22,89222222;-43,19638889;LAT 22:53' 32”S e LONG 043:11' 47”W, no Cais Comercial (armazém 9) do porto do Rio de Janeiro-RJ;1;0;0;SOLAS-IMO 9571545;AÇO;
HB PIRARARA - OUTRAS;4;CFAREM;CFAREM;BRASIL;1,288;39,60;08/OUT/2019  04:50;4:50;08/OUT/2019;080450Z/OUT/2019;EMPURRADOR COM BALSA (COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;DERIVA DA EMBARCAÇÃO;-1,77250000;-53,05222222;"Comboio a deriva no rio Amazonas, nas proximidades da ilha Parauaquara, LAT: 01°46,2188'S / LONG: 053°02,6829'W;";0;0;0;230937063;AÇO;
SALMO 91;4;CFAREM;CFAREM;BRASIL;7,6;14,5;21/OUT/2019  12:00;12:00;21/OUT/2019;211200Z/OUT/2019;BARCO;INTERIOR;PASSAGEIRO E CARGA;MOTOR;INCÊNDIO;-2,11611111;-56,50500000;"Incêndio no B/M ""SALMO 91"" ocorrido nas proximidades do município de  Terra santa, cerca de 144 milhas Santarém-PA, LAT: 02°06.058'S / LONG: 056° 29.780'W";0;1;0;230111084;MADEIRA;NÃO POSSUI
BERTOLINI XCVIII - BEHIDRO 047;4;CPBLEM;CPBLEM;BRASIL;105;23;26/OUT/2019  00:40;21:40;26/OUT/2019;260040P/OUT/2019;EMPURRADOR COM BALSA (COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;COLISÃO;-1,83333333;-49,03333333;"Empresa Majonav em SãoFrancisco-Barcarena com destino ao porto da Empresa Majonav,no Distrito de Icoaraci, posição LAT 01:50'00""S / LONG 048:62'00""W,Carta Náutica n:304/DHN;";0;0;0;210992531;AÇO;
SC 49;4;CPBLEM;CPBLEM;BRASIL;715;65;25/OUT/2019  06:00;3:00;25/OUT/2019;250600P/OUT/2019;BALSA;INTERIOR;CARGA;SEM PROPULSÃO;NAUFRÁGIO;-1,90000000;-49,08333333;"Quando se encontrava atracada no Porto MAV Navegação eTransporte EIRELI, localizado as margem do rio Mucuruçá, naposição estimada LAT 01:54'00""S / LONG 048:65'00""W, regiãonão cartografada";0;0;0;11436077;AÇO;
TREVO BRANCO - THOR;5;CPGRAN;CPGRAN;BRASIL;2,362;90,57;25/OUT/2019  21:30;18:30;25/OUT/2019;252130P/OUT/2019;NM GRANELEIRO;INTERIOR;CARGA;MOTOR;ABALROAMENTO;-8,12500000;-52,10583333;Rio Grande, na Latitude 32°07'30''S e Longitude 052°06’21’’W;0;0;0;4620207772;AÇO;
SEM NOME;9;CPNAUS;AGTEFE;BRASIL;A SER APURADO;A SER APURADO;07/OUT/2019  06:20;2:20;07/OUT/2019;070620Q/OUT/2019;FLUTUANTE;INTERIOR;A SER APURADO;SEM PROPULSÃO;QUEDA DE PESSOAS NA ÁGUA;-3,57138889;-65,17722222;"Lago Xidarini, Lago de Tefé, Tefé - AM/ Rio Tefé/ Próximo a AGTEFE/ LAT: 03°347759""S  LONG: 064°703828""W";1;0;0;A SER APURADO;MADEIRA;
POTO ALEGRE;5;DELUNA;DELUNA;BRASIL;3,59;9,6;23/OUT/2019  05:00;2:00;23/OUT/2019;"230500P/OUT/2019;";BOTE;INTERIOR;PESCA;MOTOR;NAUFRÁGIO;-4,81777778;-28,83444444;O BOTE ENCONTRAVA-SE ATRACADO A CONTRA BORDO DE OUTRA EMBARCAÇÃO NOCAIS DO PORTO PESQUEIRO DE LAGUNA-SC, NA LAT/LONG 28:49'64''S e 048:77'82''W;0;0;0;4450059786;MADEIRA;NÃO POSSUI
EMILY - A SER APURADO;8;CPFOZU;CPFOZU;BRASIL;MIÚDA;A SER APURADO;26/OUT/2019  22:15;22:15;26/OUT/2019;262215Z/OUT/2019;MOTO AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-1,59583333;-54,53805556;"RIO IGUAÇU- MUNICÍPIO DE FOZ DO IGUAÇU – PR/Lat 25°35'45.0""S Long 54:32'17,2""W.";0;0;0;A SER APURADO;FIBRA;
LANA RAFAELLA IV;9;CPNAUS;AGITAC;BRASIL;19;22;06/OUT/2019  18:30;14:30;06/OUT/2019;061830Q/OUT/2019;LANCHA;INTERIOR;PASSAGEIRO E CARGA;MOTOR;COLISÃO;-3,06250000;-59,67166667;"RIO AMAZONAS, NAS PROXIMIDADES DA VILA DO JUTUARANA, MANAUS-AM - LAT: 03° 03' 450""S e LONG: 059°40'184""W";0;0;0;50075926;ALUMÍNIO;
HB 147552;4;CPBLEM;CPBLEM;BRASIL;1,138;60,96;13/OUT/2019  21:00;18:00;13/OUT/2019;132100P/OUT/2019;BARCAÇA;INTERIOR;CARGA;SEM PROPULSÃO;DEFICIÊNCIA NA AMARRAÇÃO OU FUNDEIO;-1,51444444;;Atracada na Boia 01 do Terminal de Uso Privado (TUP) daHidrovias do Brasil-Vila do Conde-PA, nas coordenadas geográficasLAT 01:30.527'S / LONG 048:44.340'W, Carta Náutica n:321/DHN0;0;0;0;211018465;AÇO;
UNION ANTON;8;CPSANT;CPSANT;PANAMÁ;19,785;175,53;19/OUT/2019  12:05;9:05;19/OUT/2019;191205P/OUT/2019;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;PRESENÇADE CLANDESTINO A BORDO;-10,71861111;-0,91916667;ENTRE SINGRADURA PORTO DE MATADI/CONGO PARA PORTO DE SANTOS BRASILLAT 10:43.7'S LONG 000:55.9'W;0;0;0;SOLAS-IMO 9494814;AÇO;
ACARI II;4;CFAREM;CFAREM;BRASIL;323;42,40;22/OUT/2019  14:50;14:50;22/OUT/2019;221450Z/OUT/2019;BALSA;INTERIOR;CARGA;SEM PROPULSÃO;NAUFRÁGIO;-3,03388889;-55,09722222;Naufrágio da Balsa “ACARI II”, carregada com brita, no rio Tapajós,nas proximidades da Aldeia Marituba (Floresta Nacional do Tapajós), nas coordenadas LAT 03°02’02,68”S e LOG 055°05’50,52”W, cerca de 39,5 milhasáuticas de Santarém-PA;0;0;0;230079261;AÇO;
RAFAEL VITOR - HB AQUÁRIUS - OUTROS;4;CPBLEM;CPBLEM;PARAGUAI;1,251;45,6;25/OUT/2019  02:00;23:00;25/OUT/2019;250200P/OUT/2019;EMPURRADOR COM BALSA (COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;ABALROAMENTO;-1,39472222;-51,65611111;"Navegando no rio Amazonas, entre o Fte. Floresta e acidade de Gurupá-PA, nas proximidades do local conhecido comoCosta do Recreio"", na posição estimada LAT 01:23'41""S /LONG 051:39'22W, Carta Náutica n:244/DHN";0;0;0;021E003629;AÇO;
